id,class,D_sum,D_count,D_mean,K_sum,K_count,K_mean
0,,777.6142817312355,2975.3333333334185,0.0,189.94063868122964,1218.6666666666692,0.0
1,,379.11161306785164,2749.833333333405,0.0,320.58667803398515,1293.166666666659,0.0
2,,464.31612583266053,2942.1666666667466,0.0,156.8718307305357,1235.499999999998,0.0
3,,294.21473187343236,2791.8333333334067,0.0,211.29925926233497,1292.6666666666601,0.0
4,,820.776926839676,3009.0000000000764,0.0,196.40663873859717,1249.4999999999968,0.0
5,,412.28545141552115,2646.666666666726,0.0,403.9440954575175,1278.9999999999936,0.0
6,,430.9311061500066,2761.8333333334053,0.0,378.47147774015156,1316.6666666666595,0.0
7,,395.5552234933613,2662.333333333398,0.0,415.86474992979447,1276.6666666666624,0.0
8,,419.7536941999335,2771.5000000000646,0.0,346.0750544185884,1291.1666666666604,0.0
9,,747.3545954181383,2984.666666666746,0.0,172.4328778397033,1234.9999999999982,0.0
10,,406.5110609348962,2711.333333333402,0.0,391.4437927839663,1290.833333333328,0.0
11,,760.917489180392,2984.8333333334162,0.0,185.12472456061533,1234.8333333333314,0.0
12,,416.0871461066568,2734.666666666736,0.0,382.48655971528444,1299.9999999999927,0.0
13,,399.57895546809243,2808.83333333341,0.0,187.8512578866849,1250.333333333331,0.0
14,,682.7934461436115,3020.0000000000787,0.0,169.03017258017132,1247.9999999999975,0.0
15,,399.34505695741717,2689.3333333333935,0.0,396.34467939530884,1305.999999999995,0.0
16,,478.80810434115625,2902.8333333334053,0.0,178.4113775308786,1272.4999999999934,0.0
17,,684.7931641011012,2992.3333333334144,0.0,161.4783015005073,1242.166666666666,0.0
18,,309.36528927054803,2835.166666666745,0.0,183.1265638655423,1287.9999999999945,0.0
19,,582.8753050556965,2906.33333333342,0.0,164.71820219226242,1235.8333333333326,0.0
20,,349.82743398469074,2906.5000000000787,0.0,159.0461158557499,1284.6666666666604,0.0
21,,880.6766908000808,3040.166666666743,0.0,188.2364432450864,1235.8333333333312,0.0
22,,748.9727009001059,2987.0000000000855,0.0,181.53177588840347,1241.9999999999973,0.0
23,,375.84437967723113,2682.166666666729,0.0,342.2205221833236,1279.3333333333267,0.0
24,,452.52894215045666,2875.500000000082,0.0,271.54438984175306,1318.1666666666613,0.0
25,,762.0415606506837,3067.3333333334112,0.0,202.98093148120773,1258.1666666666642,0.0
26,,542.835384731453,2989.166666666737,0.0,151.9926227456954,1235.9999999999984,0.0
27,,332.8480322190266,2659.500000000063,0.0,308.6997575784576,1285.9999999999948,0.0
28,,464.1204402075741,2879.0000000000837,0.0,223.32044838268004,1300.6666666666622,0.0
29,,551.5881201491594,2966.8333333334162,0.0,141.2686864724106,1237.6666666666674,0.0
30,,364.3290189347151,2685.3333333333867,0.0,318.0754630647714,1283.8333333333292,0.0
31,,493.0114956227097,2920.333333333415,0.0,174.10967258558767,1265.83333333333,0.0
32,,416.8005190350972,2665.333333333384,0.0,431.2546126076881,1295.166666666662,0.0
33,,372.54580399710676,2961.5000000000778,0.0,167.73401813055662,1271.9999999999939,0.0
34,,357.6661957747324,2658.6666666667143,0.0,328.52855469436395,1269.8333333333298,0.0
35,,334.0422546041681,2802.1666666667456,0.0,250.00619635992865,1319.166666666659,0.0
36,,346.86132675507116,2782.8333333334062,0.0,268.89443338433915,1298.3333333333271,0.0
37,,355.9442270075916,2720.3333333334035,0.0,289.0355161444767,1275.1666666666629,0.0
38,,737.4008378650675,2986.0000000000773,0.0,152.86763489486577,1210.6666666666677,0.0
39,,403.0768425711228,2874.3333333334144,0.0,178.56551047486994,1300.8333333333271,0.0
40,,801.3598682230728,3020.8333333334085,0.0,180.20987836078672,1245.3333333333298,0.0
41,,688.1158236712355,2965.00000000009,0.0,168.40325277885006,1215.6666666666695,0.0
42,,725.8035715666638,3025.5000000000737,0.0,187.4685673737426,1244.4999999999957,0.0
43,,423.60585841020287,2904.3333333334213,0.0,179.55976834988886,1299.9999999999932,0.0
44,,669.7991327186247,3026.166666666749,0.0,163.18058716732676,1255.9999999999945,0.0
45,,383.77664737092783,2846.3333333334094,0.0,144.32130328026554,1228.1666666666667,0.0
46,,488.6842143045128,2946.0000000000878,0.0,123.78154259514852,1215.6666666666686,0.0
47,,834.1006829329219,3062.333333333415,0.0,181.25574278836956,1246.666666666665,0.0
48,,471.5031823687783,2918.8333333334144,0.0,169.238038600565,1258.1666666666613,0.0
49,,558.7564548652261,3039.6666666667525,0.0,136.19242155871558,1234.3333333333317,0.0
50,,522.7725459746024,2908.500000000081,0.0,194.1378539593158,1270.9999999999957,0.0
51,,325.43448039813813,2878.8333333334213,0.0,214.470465410004,1318.3333333333244,0.0
52,,731.9518824007785,2914.666666666747,0.0,180.03920443116976,1216.0000000000005,0.0
53,,899.8798755797609,3030.66666666674,0.0,220.3981579835056,1229.8333333333342,0.0
54,,335.6264751405518,2844.500000000078,0.0,186.915153543078,1290.66666666666,0.0
55,,462.86393015003256,2689.0000000000596,0.0,408.08804719239026,1287.9999999999957,0.0
56,,538.5880366801531,2968.166666666742,0.0,198.67608224378964,1274.1666666666615,0.0
57,,743.9628723554833,2926.166666666755,0.0,193.76669056418933,1229.6666666666656,0.0
58,,272.42483308749104,2745.833333333399,0.0,228.16395956851474,1302.6666666666606,0.0
59,,838.239048711633,2966.500000000072,0.0,194.18561731754957,1216.8333333333346,0.0
